/home/rahul/code/self_driving_cars/learning_data/IMG/center_2020_04_11_18_23_05_603.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/left_2020_04_11_18_23_05_603.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/right_2020_04_11_18_23_05_603.jpg,0,0,0,2.372162E-05
/home/rahul/code/self_driving_cars/learning_data/IMG/center_2020_04_11_18_23_05_693.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/left_2020_04_11_18_23_05_693.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/right_2020_04_11_18_23_05_693.jpg,0,0,0,2.398716E-05
/home/rahul/code/self_driving_cars/learning_data/IMG/center_2020_04_11_18_23_05_899.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/left_2020_04_11_18_23_05_899.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/right_2020_04_11_18_23_05_899.jpg,0,0,0,2.383841E-05
/home/rahul/code/self_driving_cars/learning_data/IMG/center_2020_04_11_18_23_06_053.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/left_2020_04_11_18_23_06_053.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/right_2020_04_11_18_23_06_053.jpg,0,0,0,2.351106E-05
/home/rahul/code/self_driving_cars/learning_data/IMG/center_2020_04_11_18_23_06_142.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/left_2020_04_11_18_23_06_142.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/right_2020_04_11_18_23_06_142.jpg,0,0,0,2.38983E-05
/home/rahul/code/self_driving_cars/learning_data/IMG/center_2020_04_11_18_23_06_351.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/left_2020_04_11_18_23_06_351.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/right_2020_04_11_18_23_06_351.jpg,0,0,0,2.646667E-05
/home/rahul/code/self_driving_cars/learning_data/IMG/center_2020_04_11_18_23_06_508.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/left_2020_04_11_18_23_06_508.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/right_2020_04_11_18_23_06_508.jpg,0,0,0,2.376731E-05
/home/rahul/code/self_driving_cars/learning_data/IMG/center_2020_04_11_18_23_06_598.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/left_2020_04_11_18_23_06_598.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/right_2020_04_11_18_23_06_598.jpg,0,0,0,2.410156E-05
/home/rahul/code/self_driving_cars/learning_data/IMG/center_2020_04_11_18_23_06_682.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/left_2020_04_11_18_23_06_682.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/right_2020_04_11_18_23_06_682.jpg,0,0,0,2.68118E-05
/home/rahul/code/self_driving_cars/learning_data/IMG/center_2020_04_11_18_23_06_780.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/left_2020_04_11_18_23_06_780.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/right_2020_04_11_18_23_06_780.jpg,0,0.2931476,0,0.329348
/home/rahul/code/self_driving_cars/learning_data/IMG/center_2020_04_11_18_23_06_911.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/left_2020_04_11_18_23_06_911.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/right_2020_04_11_18_23_06_911.jpg,0,0.5562479,0,0.8757464
/home/rahul/code/self_driving_cars/learning_data/IMG/center_2020_04_11_18_23_07_154.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/left_2020_04_11_18_23_07_154.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/right_2020_04_11_18_23_07_154.jpg,0,0.2894225,0,1.163426
/home/rahul/code/self_driving_cars/learning_data/IMG/center_2020_04_11_18_23_07_186.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/left_2020_04_11_18_23_07_186.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/right_2020_04_11_18_23_07_186.jpg,0,0.9199805,0,3.52615
/home/rahul/code/self_driving_cars/learning_data/IMG/center_2020_04_11_18_23_07_283.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/left_2020_04_11_18_23_07_283.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/right_2020_04_11_18_23_07_283.jpg,0,1,0,4.887037
/home/rahul/code/self_driving_cars/learning_data/IMG/center_2020_04_11_18_23_07_409.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/left_2020_04_11_18_23_07_409.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/right_2020_04_11_18_23_07_409.jpg,0,0.7286112,0,5.963066
/home/rahul/code/self_driving_cars/learning_data/IMG/center_2020_04_11_18_23_07_499.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/left_2020_04_11_18_23_07_499.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/right_2020_04_11_18_23_07_499.jpg,0,0.4576631,0,6.37396
/home/rahul/code/self_driving_cars/learning_data/IMG/center_2020_04_11_18_23_07_592.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/left_2020_04_11_18_23_07_592.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/right_2020_04_11_18_23_07_592.jpg,0,0.736645,0,7.186269
/home/rahul/code/self_driving_cars/learning_data/IMG/center_2020_04_11_18_23_07_802.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/left_2020_04_11_18_23_07_802.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/right_2020_04_11_18_23_07_802.jpg,0,0.1118054,0,7.363663
/home/rahul/code/self_driving_cars/learning_data/IMG/center_2020_04_11_18_23_07_915.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/left_2020_04_11_18_23_07_915.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/right_2020_04_11_18_23_07_915.jpg,0.2,0,0,7.293411
/home/rahul/code/self_driving_cars/learning_data/IMG/center_2020_04_11_18_23_08_051.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/left_2020_04_11_18_23_08_051.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/right_2020_04_11_18_23_08_051.jpg,0,0,0,7.171768
/home/rahul/code/self_driving_cars/learning_data/IMG/center_2020_04_11_18_23_08_136.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/left_2020_04_11_18_23_08_136.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/right_2020_04_11_18_23_08_136.jpg,0,0,0,7.113903
/home/rahul/code/self_driving_cars/learning_data/IMG/center_2020_04_11_18_23_08_224.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/left_2020_04_11_18_23_08_224.jpg,/home/rahul/code/self_driving_cars/learning_data/IMG/right_2020_04_11_18_23_08_224.jpg,0.25,0,0,7.028885
